Process A,Process B,Annotation
mark_dups,fastp_trimming_PE,D
mark_dups,merge_trimmed_PE,D
mark_dups,merge_trimmed_SE,D
mark_dups,DRIMSeq,D
mark_dups,edgeR,D
mark_dups,rsem_norm,D
mark_dups,feature_counts,D
mark_dups,salmon_quant_se,D
mark_dups,salmonSE,D
mark_dups,salmon_quant_pe,D
mark_dups,salmonPE,D
mark_dups,salmon_index_extended,D
mark_dups,counts_matrix,D
mark_dups,samlon_quant,D
mark_dups,featureCounts 2,D
mark_dups,salmon_quant,D
mark_dups,salmon_index,D
mark_dups,featureCounts,D
mark_dups,sortedbam_to_counts,D
mark_dups,tximeta,D
mark_dups,kallistoQuant,D
mark_dups,bigwig,D
mark_dups,fastqScreen,D
mark_dups,multiqc 2,D
mark_dups,fastqc 5,D
mark_dups,fastqc 4,D
mark_dups,multiqc 3,D
mark_dups,fastqc,D
mark_dups,run_multiqc,D
mark_dups,MultiQC,D
mark_dups,fastqctrimmed,D
mark_dups,fastqc_trimmed,D
mark_dups,trim_fasq_fastqc,D
mark_dups,fastqc 3,D
mark_dups,fastQCtrimmed 2,D
mark_dups,fastqc 2,D
mark_dups,fastqcrim,D
mark_dups,fastqc 6,D
samtools_flagstat,run_star_pe,D
samtools_flagstat,generate_genome_star_index,D
samtools_flagstat,run_star_se,D
samtools_flagstat,pass1,D
samtools_flagstat,star_genome,D
samtools_flagstat,tastq_to_bam_HISAT,D
samtools_flagstat,samtools_bam,D
samtools_flagstat,hisat2,D
samtools_flagstat,sort_bams,D
samtools_flagstat,compare_reference_stringtie,D
samtools_flagstat,map,D
samtools_flagstat,bamindex,D
samtools_flagstat,startPE,D
samtools_flagstat,expressbam,D
samtools_flagstat,sortedbam_to_rmdup,D
samtools_flagstat,sortbam,D
samtools_flagstat,fetch_unique_stringtie,D
samtools_flagstat,starindex,D
samtools_flagstat,starSE,D
samtools_flagstat,sort_index_bams,D
samtools_flagstat,RNA_SeqC,D
samtools_flagstat,pass2,D
samtools_flagstat,Process B,D
samtools_flagstat,Annotation,D
samtools_flagstat,mark_dups,D
samtools_flagstat,picard_rna_seq,D
samtools_flagstat,sampleReads,D
samtools_flagstat,cutadapt 2,D
samtools_flagstat,trim_galore_pe,D
samtools_flagstat,trimgalorePE,D
samtools_flagstat,cutadapt,D
samtools_flagstat,trimgaloreSE,D
samtools_flagstat,fastp_trimming_SE,D
samtools_flagstat,fastp_trimming_PE,D
samtools_flagstat,merge_trimmed_PE,D
samtools_flagstat,merge_trimmed_SE,D
samtools_flagstat,DRIMSeq,D
samtools_flagstat,edgeR,D
samtools_flagstat,rsem_norm,D
samtools_flagstat,feature_counts,D
samtools_flagstat,salmon_quant_se,D
samtools_flagstat,salmonSE,D
samtools_flagstat,salmon_quant_pe,D
samtools_flagstat,salmonPE,D
samtools_flagstat,salmon_index_extended,D
samtools_flagstat,counts_matrix,D
samtools_flagstat,samlon_quant,D
samtools_flagstat,featureCounts 2,D
samtools_flagstat,salmon_quant,D
samtools_flagstat,salmon_index,D
samtools_flagstat,featureCounts,D
samtools_flagstat,sortedbam_to_counts,D
samtools_flagstat,tximeta,D
samtools_flagstat,kallistoQuant,D
samtools_flagstat,bigwig,D
samtools_flagstat,fastqScreen,D
samtools_flagstat,multiqc 2,D
samtools_flagstat,fastqc 5,D
samtools_flagstat,fastqc 4,D
samtools_flagstat,multiqc 3,D
samtools_flagstat,fastqc,D
samtools_flagstat,run_multiqc,D
samtools_flagstat,MultiQC,D
samtools_flagstat,fastqctrimmed,D
samtools_flagstat,fastqc_trimmed,D
samtools_flagstat,trim_fasq_fastqc,D
samtools_flagstat,fastqc 3,D
samtools_flagstat,fastQCtrimmed 2,D
samtools_flagstat,fastqc 2,D
samtools_flagstat,fastqcrim,D
samtools_flagstat,fastqc 6,D
picard_rna_seq,run_star_pe,D
picard_rna_seq,generate_genome_star_index,D
picard_rna_seq,run_star_se,D
picard_rna_seq,pass1,D
picard_rna_seq,star_genome,D
picard_rna_seq,tastq_to_bam_HISAT,D
picard_rna_seq,samtools_bam,D
picard_rna_seq,hisat2,D
picard_rna_seq,sort_bams,D
picard_rna_seq,compare_reference_stringtie,D
picard_rna_seq,map,D
picard_rna_seq,bamindex,D
picard_rna_seq,startPE,D
picard_rna_seq,expressbam,D
picard_rna_seq,sortedbam_to_rmdup,D
picard_rna_seq,sortbam,D
picard_rna_seq,fetch_unique_stringtie,D
picard_rna_seq,starindex,D
picard_rna_seq,starSE,D
picard_rna_seq,sort_index_bams,D
picard_rna_seq,RNA_SeqC,D
picard_rna_seq,pass2,D
picard_rna_seq,Process B,D
picard_rna_seq,Annotation,D
picard_rna_seq,mark_dups,D
picard_rna_seq,samtools_flagstat,D
picard_rna_seq,sampleReads,D
picard_rna_seq,cutadapt 2,D
picard_rna_seq,trim_galore_pe,D
picard_rna_seq,trimgalorePE,D
picard_rna_seq,cutadapt,D
picard_rna_seq,trimgaloreSE,D
picard_rna_seq,fastp_trimming_SE,D
picard_rna_seq,fastp_trimming_PE,D
picard_rna_seq,merge_trimmed_PE,D
picard_rna_seq,merge_trimmed_SE,D
picard_rna_seq,DRIMSeq,D
picard_rna_seq,edgeR,D
picard_rna_seq,rsem_norm,D
picard_rna_seq,feature_counts,D
picard_rna_seq,salmon_quant_se,D
picard_rna_seq,salmonSE,D
picard_rna_seq,salmon_quant_pe,D
picard_rna_seq,salmonPE,D
picard_rna_seq,salmon_index_extended,D
picard_rna_seq,counts_matrix,D
picard_rna_seq,samlon_quant,D
picard_rna_seq,featureCounts 2,D
picard_rna_seq,salmon_quant,D
picard_rna_seq,salmon_index,D
picard_rna_seq,featureCounts,D
picard_rna_seq,sortedbam_to_counts,D
picard_rna_seq,tximeta,D
picard_rna_seq,kallistoQuant,D
picard_rna_seq,bigwig,D
picard_rna_seq,fastqScreen,D
picard_rna_seq,multiqc 2,D
picard_rna_seq,fastqc 5,D
picard_rna_seq,fastqc 4,D
picard_rna_seq,multiqc 3,D
picard_rna_seq,fastqc,D
picard_rna_seq,run_multiqc,D
picard_rna_seq,MultiQC,D
picard_rna_seq,fastqctrimmed,D
picard_rna_seq,fastqc_trimmed,D
picard_rna_seq,trim_fasq_fastqc,D
picard_rna_seq,fastqc 3,D
picard_rna_seq,fastQCtrimmed 2,D
picard_rna_seq,fastqc 2,D
picard_rna_seq,fastqcrim,D
picard_rna_seq,fastqc 6,D
sampleReads,run_star_pe,D
sampleReads,generate_genome_star_index,D
sampleReads,run_star_se,D
sampleReads,pass1,D
sampleReads,star_genome,D
sampleReads,tastq_to_bam_HISAT,D
sampleReads,samtools_bam,D
sampleReads,hisat2,D
sampleReads,sort_bams,D
sampleReads,compare_reference_stringtie,D
sampleReads,map,D
sampleReads,bamindex,D
sampleReads,startPE,D
sampleReads,expressbam,D
sampleReads,sortedbam_to_rmdup,D
sampleReads,sortbam,D
sampleReads,fetch_unique_stringtie,D
sampleReads,starindex,D
sampleReads,starSE,D
sampleReads,sort_index_bams,D
sampleReads,RNA_SeqC,D
sampleReads,pass2,D
sampleReads,Process B,D
sampleReads,Annotation,D
sampleReads,mark_dups,D
sampleReads,samtools_flagstat,D
sampleReads,picard_rna_seq,D
sampleReads,cutadapt 2,SS
sampleReads,trim_galore_pe,D
sampleReads,trimgalorePE,D
sampleReads,cutadapt,D
sampleReads,trimgaloreSE,D
sampleReads,fastp_trimming_SE,D
sampleReads,fastp_trimming_PE,D
sampleReads,merge_trimmed_PE,D
sampleReads,merge_trimmed_SE,D
sampleReads,DRIMSeq,D
sampleReads,edgeR,D
sampleReads,rsem_norm,D
sampleReads,feature_counts,D
sampleReads,salmon_quant_se,D
sampleReads,salmonSE,D
sampleReads,salmon_quant_pe,D
sampleReads,salmonPE,D
sampleReads,salmon_index_extended,D
sampleReads,counts_matrix,D
sampleReads,samlon_quant,D
sampleReads,featureCounts 2,D
sampleReads,salmon_quant,D
sampleReads,salmon_index,D
sampleReads,featureCounts,D
sampleReads,sortedbam_to_counts,D
sampleReads,tximeta,D
sampleReads,kallistoQuant,D
sampleReads,bigwig,D
sampleReads,fastqScreen,D
sampleReads,multiqc 2,D
sampleReads,fastqc 5,D
sampleReads,fastqc 4,D
sampleReads,multiqc 3,D
sampleReads,fastqc,D
sampleReads,run_multiqc,D
sampleReads,MultiQC,D
sampleReads,fastqctrimmed,D
sampleReads,fastqc_trimmed,D
sampleReads,trim_fasq_fastqc,D
sampleReads,fastqc 3,D
sampleReads,fastQCtrimmed 2,D
sampleReads,fastqc 2,D
sampleReads,fastqcrim,D
sampleReads,fastqc 6,D
cutadapt 2,run_star_pe,D
cutadapt 2,generate_genome_star_index,D
cutadapt 2,run_star_se,D
cutadapt 2,pass1,D
cutadapt 2,star_genome,D
cutadapt 2,tastq_to_bam_HISAT,D
cutadapt 2,samtools_bam,D
cutadapt 2,hisat2,D
cutadapt 2,sort_bams,D
cutadapt 2,compare_reference_stringtie,D
cutadapt 2,map,D
cutadapt 2,bamindex,D
cutadapt 2,startPE,D
cutadapt 2,expressbam,D
cutadapt 2,sortedbam_to_rmdup,D
cutadapt 2,sortbam,D
cutadapt 2,fetch_unique_stringtie,D
cutadapt 2,starindex,D
cutadapt 2,starSE,D
cutadapt 2,sort_index_bams,D
cutadapt 2,RNA_SeqC,D
cutadapt 2,pass2,D
cutadapt 2,Process B,D
cutadapt 2,Annotation,D
cutadapt 2,mark_dups,D
cutadapt 2,samtools_flagstat,D
cutadapt 2,picard_rna_seq,D
cutadapt 2,sampleReads,SS
cutadapt 2,trim_galore_pe,SS
cutadapt 2,trimgalorePE,SS
cutadapt 2,cutadapt,SS
cutadapt 2,trimgaloreSE,SS
cutadapt 2,fastp_trimming_SE,SS
cutadapt 2,fastp_trimming_PE,SS
cutadapt 2,merge_trimmed_PE,SS
cutadapt 2,merge_trimmed_SE,SS
cutadapt 2,DRIMSeq,D
cutadapt 2,edgeR,D
cutadapt 2,rsem_norm,D
cutadapt 2,feature_counts,D
cutadapt 2,salmon_quant_se,D
cutadapt 2,salmonSE,D
cutadapt 2,salmon_quant_pe,D
cutadapt 2,salmonPE,D
cutadapt 2,salmon_index_extended,D
cutadapt 2,counts_matrix,D
cutadapt 2,samlon_quant,D
cutadapt 2,featureCounts 2,D
cutadapt 2,salmon_quant,D
cutadapt 2,salmon_index,D
cutadapt 2,featureCounts,D
cutadapt 2,sortedbam_to_counts,D
cutadapt 2,tximeta,D
cutadapt 2,kallistoQuant,D
cutadapt 2,bigwig,D
cutadapt 2,fastqScreen,D
cutadapt 2,multiqc 2,D
cutadapt 2,fastqc 5,D
cutadapt 2,fastqc 4,D
cutadapt 2,multiqc 3,D
cutadapt 2,fastqc,D
cutadapt 2,run_multiqc,D
cutadapt 2,MultiQC,D
cutadapt 2,fastqctrimmed,D
cutadapt 2,fastqc_trimmed,D
cutadapt 2,trim_fasq_fastqc,D
cutadapt 2,fastqc 3,D
cutadapt 2,fastQCtrimmed 2,D
cutadapt 2,fastqc 2,D
cutadapt 2,fastqcrim,D
cutadapt 2,fastqc 6,D
trim_galore_pe,run_star_pe,D
trim_galore_pe,generate_genome_star_index,D
trim_galore_pe,run_star_se,D
trim_galore_pe,pass1,D
trim_galore_pe,star_genome,D
trim_galore_pe,tastq_to_bam_HISAT,D
trim_galore_pe,samtools_bam,D
trim_galore_pe,hisat2,D
trim_galore_pe,sort_bams,D
trim_galore_pe,compare_reference_stringtie,D
trim_galore_pe,map,D
trim_galore_pe,bamindex,D
trim_galore_pe,startPE,D
trim_galore_pe,expressbam,D
trim_galore_pe,sortedbam_to_rmdup,D
trim_galore_pe,sortbam,D
trim_galore_pe,fetch_unique_stringtie,D
trim_galore_pe,starindex,D
trim_galore_pe,starSE,D
trim_galore_pe,sort_index_bams,D
trim_galore_pe,RNA_SeqC,D
trim_galore_pe,pass2,D
trim_galore_pe,Process B,D
trim_galore_pe,Annotation,D
trim_galore_pe,mark_dups,D
trim_galore_pe,samtools_flagstat,D
trim_galore_pe,picard_rna_seq,D
trim_galore_pe,sampleReads,D
trim_galore_pe,cutadapt 2,SS
trim_galore_pe,trimgalorePE,VS
trim_galore_pe,cutadapt,SS
trim_galore_pe,trimgaloreSE,SS
trim_galore_pe,fastp_trimming_SE,SS
trim_galore_pe,fastp_trimming_PE,S
trim_galore_pe,merge_trimmed_PE,D
trim_galore_pe,merge_trimmed_SE,D
trim_galore_pe,DRIMSeq,D
trim_galore_pe,edgeR,D
trim_galore_pe,rsem_norm,D
trim_galore_pe,feature_counts,D
trim_galore_pe,salmon_quant_se,D
trim_galore_pe,salmonSE,D
trim_galore_pe,salmon_quant_pe,D
trim_galore_pe,salmonPE,D
trim_galore_pe,salmon_index_extended,D
trim_galore_pe,counts_matrix,D
trim_galore_pe,samlon_quant,D
trim_galore_pe,featureCounts 2,D
trim_galore_pe,salmon_quant,D
trim_galore_pe,salmon_index,D
trim_galore_pe,featureCounts,D
trim_galore_pe,sortedbam_to_counts,D
trim_galore_pe,tximeta,D
trim_galore_pe,kallistoQuant,D
trim_galore_pe,bigwig,D
trim_galore_pe,fastqScreen,D
trim_galore_pe,multiqc 2,D
trim_galore_pe,fastqc 5,D
trim_galore_pe,fastqc 4,D
trim_galore_pe,multiqc 3,D
trim_galore_pe,fastqc,D
trim_galore_pe,run_multiqc,D
trim_galore_pe,MultiQC,D
trim_galore_pe,fastqctrimmed,D
trim_galore_pe,fastqc_trimmed,D
trim_galore_pe,trim_fasq_fastqc,D
trim_galore_pe,fastqc 3,D
trim_galore_pe,fastQCtrimmed 2,D
trim_galore_pe,fastqc 2,D
trim_galore_pe,fastqcrim,D
trim_galore_pe,fastqc 6,D
trimgalorePE,run_star_pe,D
trimgalorePE,generate_genome_star_index,D
trimgalorePE,run_star_se,D
trimgalorePE,pass1,D
trimgalorePE,star_genome,D
trimgalorePE,tastq_to_bam_HISAT,D
trimgalorePE,samtools_bam,D
trimgalorePE,hisat2,D
trimgalorePE,sort_bams,D
trimgalorePE,compare_reference_stringtie,D
trimgalorePE,map,D
trimgalorePE,bamindex,D
trimgalorePE,startPE,D
trimgalorePE,expressbam,D
trimgalorePE,sortedbam_to_rmdup,D
trimgalorePE,sortbam,D
trimgalorePE,fetch_unique_stringtie,D
trimgalorePE,starindex,D
trimgalorePE,starSE,D
trimgalorePE,sort_index_bams,D
trimgalorePE,RNA_SeqC,D
trimgalorePE,pass2,D
trimgalorePE,Process B,D
trimgalorePE,Annotation,D
trimgalorePE,mark_dups,D
trimgalorePE,samtools_flagstat,D
trimgalorePE,picard_rna_seq,D
trimgalorePE,sampleReads,D
trimgalorePE,cutadapt 2,SS
trimgalorePE,trim_galore_pe,VS
trimgalorePE,cutadapt,SS
trimgalorePE,trimgaloreSE,SS
trimgalorePE,fastp_trimming_SE,SS
trimgalorePE,fastp_trimming_PE,S
trimgalorePE,merge_trimmed_PE,D
trimgalorePE,merge_trimmed_SE,D
trimgalorePE,DRIMSeq,D
trimgalorePE,edgeR,D
trimgalorePE,rsem_norm,D
trimgalorePE,feature_counts,D
trimgalorePE,salmon_quant_se,D
trimgalorePE,salmonSE,D
trimgalorePE,salmon_quant_pe,D
trimgalorePE,salmonPE,D
trimgalorePE,salmon_index_extended,D
trimgalorePE,counts_matrix,D
trimgalorePE,samlon_quant,D
trimgalorePE,featureCounts 2,D
trimgalorePE,salmon_quant,D
trimgalorePE,salmon_index,D
trimgalorePE,featureCounts,D
trimgalorePE,sortedbam_to_counts,D
trimgalorePE,tximeta,D
trimgalorePE,kallistoQuant,D
trimgalorePE,bigwig,D
trimgalorePE,fastqScreen,D
trimgalorePE,multiqc 2,D
trimgalorePE,fastqc 5,D
trimgalorePE,fastqc 4,D
trimgalorePE,multiqc 3,D
trimgalorePE,fastqc,D
trimgalorePE,run_multiqc,D
trimgalorePE,MultiQC,D
trimgalorePE,fastqctrimmed,D
trimgalorePE,fastqc_trimmed,D
trimgalorePE,trim_fasq_fastqc,D
trimgalorePE,fastqc 3,D
trimgalorePE,fastQCtrimmed 2,D
trimgalorePE,fastqc 2,D
trimgalorePE,fastqcrim,D
trimgalorePE,fastqc 6,D
cutadapt,run_star_pe,D
cutadapt,generate_genome_star_index,D
cutadapt,run_star_se,D
cutadapt,pass1,D
cutadapt,star_genome,D
cutadapt,tastq_to_bam_HISAT,D
cutadapt,samtools_bam,D
cutadapt,hisat2,D
cutadapt,sort_bams,D
cutadapt,compare_reference_stringtie,D
cutadapt,map,D
cutadapt,bamindex,D
cutadapt,startPE,D
cutadapt,expressbam,D
cutadapt,sortedbam_to_rmdup,D
cutadapt,sortbam,D
cutadapt,fetch_unique_stringtie,D
cutadapt,starindex,D
cutadapt,starSE,D
cutadapt,sort_index_bams,D
cutadapt,RNA_SeqC,D
cutadapt,pass2,D
cutadapt,Process B,D
cutadapt,Annotation,D
cutadapt,mark_dups,D
cutadapt,samtools_flagstat,D
cutadapt,picard_rna_seq,D
cutadapt,sampleReads,D
cutadapt,cutadapt 2,SS
cutadapt,trim_galore_pe,SS
cutadapt,trimgalorePE,SS
cutadapt,trimgaloreSE,S
cutadapt,fastp_trimming_SE,S
cutadapt,fastp_trimming_PE,SS
cutadapt,merge_trimmed_PE,D
cutadapt,merge_trimmed_SE,D
cutadapt,DRIMSeq,D
cutadapt,edgeR,D
cutadapt,rsem_norm,D
cutadapt,feature_counts,D
cutadapt,salmon_quant_se,D
cutadapt,salmonSE,D
cutadapt,salmon_quant_pe,D
cutadapt,salmonPE,D
cutadapt,salmon_index_extended,D
cutadapt,counts_matrix,D
cutadapt,samlon_quant,D
cutadapt,featureCounts 2,D
cutadapt,salmon_quant,D
cutadapt,salmon_index,D
cutadapt,featureCounts,D
cutadapt,sortedbam_to_counts,D
cutadapt,tximeta,D
cutadapt,kallistoQuant,D
cutadapt,bigwig,D
cutadapt,fastqScreen,D
cutadapt,multiqc 2,D
cutadapt,fastqc 5,D
cutadapt,fastqc 4,D
cutadapt,multiqc 3,D
cutadapt,fastqc,D
cutadapt,run_multiqc,D
cutadapt,MultiQC,D
cutadapt,fastqctrimmed,D
cutadapt,fastqc_trimmed,D
cutadapt,trim_fasq_fastqc,D
cutadapt,fastqc 3,D
cutadapt,fastQCtrimmed 2,D
cutadapt,fastqc 2,D
cutadapt,fastqcrim,D
cutadapt,fastqc 6,D
trimgaloreSE,run_star_pe,D
trimgaloreSE,generate_genome_star_index,D
trimgaloreSE,run_star_se,D
trimgaloreSE,pass1,D
trimgaloreSE,star_genome,D
trimgaloreSE,tastq_to_bam_HISAT,D
trimgaloreSE,samtools_bam,D
trimgaloreSE,hisat2,D
trimgaloreSE,sort_bams,D
trimgaloreSE,compare_reference_stringtie,D
trimgaloreSE,map,D
trimgaloreSE,bamindex,D
trimgaloreSE,startPE,D
trimgaloreSE,expressbam,D
trimgaloreSE,sortedbam_to_rmdup,D
trimgaloreSE,sortbam,D
trimgaloreSE,fetch_unique_stringtie,D
trimgaloreSE,starindex,D
trimgaloreSE,starSE,D
trimgaloreSE,sort_index_bams,D
trimgaloreSE,RNA_SeqC,D
trimgaloreSE,pass2,D
trimgaloreSE,Process B,D
trimgaloreSE,Annotation,D
trimgaloreSE,mark_dups,D
trimgaloreSE,samtools_flagstat,D
trimgaloreSE,picard_rna_seq,D
trimgaloreSE,sampleReads,D
trimgaloreSE,cutadapt 2,SS
trimgaloreSE,trim_galore_pe,SS
trimgaloreSE,trimgalorePE,SS
trimgaloreSE,cutadapt,S
trimgaloreSE,fastp_trimming_SE,SS
trimgaloreSE,fastp_trimming_PE,SS
trimgaloreSE,merge_trimmed_PE,SS
trimgaloreSE,merge_trimmed_SE,SS
trimgaloreSE,DRIMSeq,D
trimgaloreSE,edgeR,D
trimgaloreSE,rsem_norm,D
trimgaloreSE,feature_counts,D
trimgaloreSE,salmon_quant_se,D
trimgaloreSE,salmonSE,D
trimgaloreSE,salmon_quant_pe,D
trimgaloreSE,salmonPE,D
trimgaloreSE,salmon_index_extended,D
trimgaloreSE,counts_matrix,D
trimgaloreSE,samlon_quant,D
trimgaloreSE,featureCounts 2,D
trimgaloreSE,salmon_quant,D
trimgaloreSE,salmon_index,D
trimgaloreSE,featureCounts,D
trimgaloreSE,sortedbam_to_counts,D
trimgaloreSE,tximeta,D
trimgaloreSE,kallistoQuant,D
trimgaloreSE,bigwig,D
trimgaloreSE,fastqScreen,D
trimgaloreSE,multiqc 2,D
trimgaloreSE,fastqc 5,D
trimgaloreSE,fastqc 4,D
trimgaloreSE,multiqc 3,D
trimgaloreSE,fastqc,D
trimgaloreSE,run_multiqc,D
trimgaloreSE,MultiQC,D
trimgaloreSE,fastqctrimmed,D
trimgaloreSE,fastqc_trimmed,D
trimgaloreSE,trim_fasq_fastqc,D
trimgaloreSE,fastqc 3,D
trimgaloreSE,fastQCtrimmed 2,D
trimgaloreSE,fastqc 2,D
trimgaloreSE,fastqcrim,D
trimgaloreSE,fastqc 6,D
fastp_trimming_SE,run_star_pe,D
fastp_trimming_SE,generate_genome_star_index,D
fastp_trimming_SE,run_star_se,D
fastp_trimming_SE,pass1,D
fastp_trimming_SE,star_genome,D
fastp_trimming_SE,tastq_to_bam_HISAT,D
fastp_trimming_SE,samtools_bam,D
fastp_trimming_SE,hisat2,D
fastp_trimming_SE,sort_bams,D
fastp_trimming_SE,compare_reference_stringtie,D
fastp_trimming_SE,map,D
fastp_trimming_SE,bamindex,D
fastp_trimming_SE,startPE,D
fastp_trimming_SE,expressbam,D
fastp_trimming_SE,sortedbam_to_rmdup,D
fastp_trimming_SE,sortbam,D
fastp_trimming_SE,fetch_unique_stringtie,D
fastp_trimming_SE,starindex,D
fastp_trimming_SE,starSE,D
fastp_trimming_SE,sort_index_bams,D
fastp_trimming_SE,RNA_SeqC,D
fastp_trimming_SE,pass2,D
fastp_trimming_SE,Process B,D
fastp_trimming_SE,Annotation,D
fastp_trimming_SE,mark_dups,D
fastp_trimming_SE,samtools_flagstat,D
fastp_trimming_SE,picard_rna_seq,D
fastp_trimming_SE,sampleReads,D
fastp_trimming_SE,cutadapt 2,SS
fastp_trimming_SE,trim_galore_pe,SS
fastp_trimming_SE,trimgalorePE,SS
fastp_trimming_SE,cutadapt,S
fastp_trimming_SE,trimgaloreSE,SS
fastp_trimming_SE,fastp_trimming_PE,SS
fastp_trimming_SE,merge_trimmed_PE,SS
fastp_trimming_SE,merge_trimmed_SE,D
fastp_trimming_SE,DRIMSeq,D
fastp_trimming_SE,edgeR,D
fastp_trimming_SE,rsem_norm,D
fastp_trimming_SE,feature_counts,D
fastp_trimming_SE,salmon_quant_se,D
fastp_trimming_SE,salmonSE,D
fastp_trimming_SE,salmon_quant_pe,D
fastp_trimming_SE,salmonPE,D
fastp_trimming_SE,salmon_index_extended,D
fastp_trimming_SE,counts_matrix,D
fastp_trimming_SE,samlon_quant,D
fastp_trimming_SE,featureCounts 2,D
fastp_trimming_SE,salmon_quant,D
fastp_trimming_SE,salmon_index,D
fastp_trimming_SE,featureCounts,D
fastp_trimming_SE,sortedbam_to_counts,D
fastp_trimming_SE,tximeta,D
fastp_trimming_SE,kallistoQuant,D
fastp_trimming_SE,bigwig,D
fastp_trimming_SE,fastqScreen,D
fastp_trimming_SE,multiqc 2,D
fastp_trimming_SE,fastqc 5,D
fastp_trimming_SE,fastqc 4,D
fastp_trimming_SE,multiqc 3,D
fastp_trimming_SE,fastqc,D
fastp_trimming_SE,run_multiqc,D
fastp_trimming_SE,MultiQC,D
fastp_trimming_SE,fastqctrimmed,D
fastp_trimming_SE,fastqc_trimmed,D
fastp_trimming_SE,trim_fasq_fastqc,D
fastp_trimming_SE,fastqc 3,D
fastp_trimming_SE,fastQCtrimmed 2,D
fastp_trimming_SE,fastqc 2,D
fastp_trimming_SE,fastqcrim,D
fastp_trimming_SE,fastqc 6,D
fastp_trimming_PE,run_star_pe,D
fastp_trimming_PE,generate_genome_star_index,D
fastp_trimming_PE,run_star_se,D
fastp_trimming_PE,pass1,D
fastp_trimming_PE,star_genome,D
fastp_trimming_PE,tastq_to_bam_HISAT,D
fastp_trimming_PE,samtools_bam,D
fastp_trimming_PE,hisat2,D
fastp_trimming_PE,sort_bams,D
fastp_trimming_PE,compare_reference_stringtie,D
fastp_trimming_PE,map,D
fastp_trimming_PE,bamindex,D
fastp_trimming_PE,startPE,D
fastp_trimming_PE,expressbam,D
fastp_trimming_PE,sortedbam_to_rmdup,D
fastp_trimming_PE,sortbam,D
fastp_trimming_PE,fetch_unique_stringtie,D
fastp_trimming_PE,starindex,D
fastp_trimming_PE,starSE,D
fastp_trimming_PE,sort_index_bams,D
fastp_trimming_PE,RNA_SeqC,D
fastp_trimming_PE,pass2,D
fastp_trimming_PE,Process B,D
fastp_trimming_PE,Annotation,D
fastp_trimming_PE,mark_dups,D
fastp_trimming_PE,samtools_flagstat,D
fastp_trimming_PE,picard_rna_seq,D
fastp_trimming_PE,sampleReads,D
fastp_trimming_PE,cutadapt 2,SS
fastp_trimming_PE,trim_galore_pe,S
fastp_trimming_PE,trimgalorePE,S
fastp_trimming_PE,cutadapt,SS
fastp_trimming_PE,trimgaloreSE,SS
fastp_trimming_PE,fastp_trimming_SE,SS
fastp_trimming_PE,merge_trimmed_PE,D
fastp_trimming_PE,merge_trimmed_SE,D
fastp_trimming_PE,DRIMSeq,D
fastp_trimming_PE,edgeR,D
fastp_trimming_PE,rsem_norm,D
fastp_trimming_PE,feature_counts,D
fastp_trimming_PE,salmon_quant_se,D
fastp_trimming_PE,salmonSE,D
fastp_trimming_PE,salmon_quant_pe,D
fastp_trimming_PE,salmonPE,D
fastp_trimming_PE,salmon_index_extended,D
fastp_trimming_PE,counts_matrix,D
fastp_trimming_PE,samlon_quant,D
fastp_trimming_PE,featureCounts 2,D
fastp_trimming_PE,salmon_quant,D
fastp_trimming_PE,salmon_index,D
fastp_trimming_PE,featureCounts,D
fastp_trimming_PE,sortedbam_to_counts,D
fastp_trimming_PE,tximeta,D
fastp_trimming_PE,kallistoQuant,D
fastp_trimming_PE,bigwig,D
fastp_trimming_PE,fastqScreen,D
fastp_trimming_PE,multiqc 2,D
fastp_trimming_PE,fastqc 5,D
fastp_trimming_PE,fastqc 4,D
fastp_trimming_PE,multiqc 3,D
fastp_trimming_PE,fastqc,D
fastp_trimming_PE,run_multiqc,D
fastp_trimming_PE,MultiQC,D
fastp_trimming_PE,fastqctrimmed,D
fastp_trimming_PE,fastqc_trimmed,D
fastp_trimming_PE,trim_fasq_fastqc,D
fastp_trimming_PE,fastqc 3,D
fastp_trimming_PE,fastQCtrimmed 2,D
fastp_trimming_PE,fastqc 2,D
fastp_trimming_PE,fastqcrim,D
fastp_trimming_PE,fastqc 6,D
merge_trimmed_PE,run_star_pe,D
merge_trimmed_PE,generate_genome_star_index,D
merge_trimmed_PE,run_star_se,D
merge_trimmed_PE,pass1,D
merge_trimmed_PE,star_genome,D
merge_trimmed_PE,tastq_to_bam_HISAT,D
merge_trimmed_PE,samtools_bam,D
merge_trimmed_PE,hisat2,D
merge_trimmed_PE,sort_bams,D
merge_trimmed_PE,compare_reference_stringtie,D
merge_trimmed_PE,map,D
merge_trimmed_PE,bamindex,D
merge_trimmed_PE,startPE,D
merge_trimmed_PE,expressbam,D
merge_trimmed_PE,sortedbam_to_rmdup,D
merge_trimmed_PE,sortbam,D
merge_trimmed_PE,fetch_unique_stringtie,D
merge_trimmed_PE,starindex,D
merge_trimmed_PE,starSE,D
merge_trimmed_PE,sort_index_bams,D
merge_trimmed_PE,RNA_SeqC,D
merge_trimmed_PE,pass2,D
merge_trimmed_PE,Process B,D
merge_trimmed_PE,Annotation,D
merge_trimmed_PE,mark_dups,D
merge_trimmed_PE,samtools_flagstat,D
merge_trimmed_PE,picard_rna_seq,D
merge_trimmed_PE,sampleReads,D
merge_trimmed_PE,cutadapt 2,SS
